,2-JV
0,0.338
1,0.515
2,0.695
3,0.362
4,0.371
5,0.385
6,0.463
7,0.455
8,0.886
9,0.851
10,0.657
11,0.512
12,0.519
13,0.686
14,0.708
15,0.413
16,1.191
17,0.815
18,0.414
19,0.888
20,0.828
21,0.453
22,18.979
23,0.338
24,0.36
25,0.333
26,0.571
27,0.655
28,0.698
29,0.376
