,9-PV
0,0.367
1,0.407
2,0.75
3,0.428
4,0.404
5,0.36
6,0.833
7,20.892
8,1.137
9,0.592
10,1.696
11,0.902
12,0.638
13,0.518
14,1.733
15,19.142
16,0.374
17,0.359
18,0.387
19,0.39
20,16.638
21,17.822
22,0.483
23,0.401
24,0.813
25,0.429
26,0.903
27,0.426
28,1.276
29,0.962
