,4-PV
0,0.419
1,0.298
2,0.337
3,0.314
4,0.352
5,0.333
6,0.291
7,0.284
8,0.364
9,0.286
10,0.322
11,0.366
12,0.322
13,0.331
14,0.359
15,0.377
16,0.413
17,0.364
18,0.373
19,0.314
20,0.304
21,0.322
22,0.314
23,0.276
24,0.315
25,0.348
26,0.804
27,0.371
28,0.284
