,3-TP
0,0.399
1,0.41
2,0.357
3,0.271
4,0.494
5,0.364
6,0.671
7,1.614
8,0.277
9,0.307
10,0.286
11,0.306
12,0.283
13,0.278
14,0.272
15,0.411
16,0.29
17,0.32
18,0.272
19,0.308
20,0.307
21,0.268
22,0.601
23,2.484
24,0.289
25,0.277
26,0.317
27,0.323
28,0.59
29,0.269
