,7-TP
0,0.478
1,0.529
2,0.556
3,0.522
4,0.755
5,0.836
6,0.59
7,0.488
8,0.571
9,0.708
10,0.892
11,0.514
12,0.531
13,0.632
14,28.194
15,29.213
16,0.688
17,0.797
18,1.109
19,1.149
20,0.89
21,0.823
22,0.806
23,1.141
24,0.679
25,0.86
26,0.731
27,0.84
28,0.796
29,0.881
