,6-TP
0,0.343
1,0.345
2,0.35
3,0.266
4,0.28
5,0.279
6,0.394
7,0.411
8,0.301
9,0.351
10,0.287
11,0.413
12,0.298
13,0.38
14,0.486
15,0.382
16,0.332
17,0.521
18,0.693
19,0.363
20,0.426
21,0.548
22,0.37
23,0.27
24,0.512
25,0.427
26,0.492
27,0.383
28,0.418
29,0.308
