,2-TP
0,0.328
1,0.308
2,0.294
3,0.271
4,0.273
5,0.453
6,0.305
7,0.301
8,1.434
9,0.432
10,0.314
11,0.32
12,0.456
13,0.269
14,0.275
15,0.3
16,0.273
17,0.304
18,0.273
19,0.284
20,0.276
21,0.28
22,0.287
23,0.312
24,0.275
25,0.27
26,0.397
27,0.293
28,0.267
29,0.309
