,1-PV
0,0.277
1,0.28
2,0.274
3,0.273
4,0.292
5,0.302
6,0.271
7,0.28
8,0.305
9,0.303
10,0.28
11,0.288
12,0.287
13,0.305
14,0.277
15,0.273
16,0.268
17,0.273
18,0.28
19,0.29
20,0.353
21,0.313
22,0.313
23,0.29
24,0.273
25,0.292
26,0.276
27,0.271
28,0.268
29,0.318
