,3-PV
0,0.324
1,0.372
2,0.286
3,0.279
4,0.291
5,0.442
6,0.39
7,1.489
8,0.317
9,0.599
10,0.433
11,0.324
12,0.301
13,0.344
14,0.361
15,0.323
16,0.295
17,0.627
18,0.292
19,0.622
20,0.322
21,0.279
22,0.355
23,0.32
24,0.343
25,0.296
26,0.317
27,2.242
28,0.332
29,0.297
