,No. of Triple Patterns (TP),Avg. queries exection time(sec)
0,1,0.27059999999999995
1,2,0.34776666666666667
2,3,0.46383333333333343
3,4,0.3368
4,5,0.6348
5,6,0.3876333333333333
6,7,2.6066333333333334
7,8,1.2087333333333332
8,9,3.505000000000001
9,10,4.211033333333335
