,1-TP
0,0.31
1,0.262
2,0.268
3,0.273
4,0.272
5,0.262
6,0.269
7,0.268
8,0.273
9,0.264
10,0.265
11,0.265
12,0.266
13,0.262
14,0.263
15,0.262
16,0.263
17,0.27
18,0.284
19,0.266
20,0.28
21,0.26
22,0.266
23,0.264
24,0.334
25,0.265
26,0.27
27,0.266
28,0.26
29,0.266
