,5-TP
0,0.447
1,0.273
2,0.316
3,0.539
4,0.335
5,0.339
6,0.286
7,0.417
8,0.368
9,0.696
10,0.363
11,0.443
12,0.467
13,0.581
14,0.467
15,0.728
16,0.88
17,2.507
18,0.396
19,2.193
20,0.519
21,1.593
22,0.675
23,0.433
24,0.468
25,0.4
26,0.453
27,0.643
28,0.312
29,0.507
