,No. of Results Size (RS),Avg. queries exection time(sec)
0,1,1.2308000000000006
1,2,13.864733333333334
2,3,19.22556666666667
3,4,18.370100000000004
4,5,9.962699999999996
5,6,5.232166666666666
6,7,32.663666666666664
7,8,30.815033333333325
8,9,15.073066666666664
9,10,22.81163333333333
