,10-PV
0,7.437
1,99.488
2,1.967
3,9.284
4,4.9
5,2.587
6,5.877
7,5.739
8,92.38
9,5.075
10,4.55
11,104.959
12,92.844
13,6.789
14,12.76
15,4.362
16,2.17
17,8.311
18,9.154
19,1.912
20,4.554
21,1.789
22,19.25
23,9.428
24,112.917
25,2.159
26,17.648
27,92.91499999999999
28,4.197
29,1.79
