,5-TP
0,7.065
1,0.157
2,1.17
3,1.777
4,0.168
5,0.188
6,1.523
7,0.611
8,1.134
9,1.531
10,1.224
11,1.03
12,0.19
13,3.096
14,0.184
15,1.274
16,1.536
17,59.902
18,5.495
19,6.286
20,0.738
21,5.035
22,413.502
23,0.191
24,2.052
25,1.41
26,0.413
27,0.153
28,0.138
29,0.618
