,No. of Results Size (RS),Avg. queries exection time(sec)
0,1,0.31633333333333336
1,2,5.505366666666665
2,3,26.049533333333336
3,4,9.546966666666666
4,5,3.3177666666666665
5,6,2.3192
6,7,11.698000000000002
7,8,13.886533333333336
8,9,6.575400000000001
9,10,9.686333333333332
