,1-PV
0,0.142
1,0.121
2,0.121
3,0.134
4,0.122
5,0.127
6,0.118
7,0.125
8,0.119
9,0.113
10,0.126
11,0.122
12,0.128
13,0.106
14,0.121
15,0.11
16,0.126
17,0.122
18,0.117
19,0.12
20,0.109
21,0.118
22,0.116
23,0.114
24,0.118
25,0.11
26,0.118
27,0.118
28,0.119
29,0.115
