,1-TP
0,0.215
1,0.117
2,0.121
3,0.113
4,0.116
5,0.109
6,0.124
7,0.109
8,0.115
9,0.126
10,0.117
11,0.125
12,0.127
13,0.125
14,0.113
15,0.115
16,0.122
17,0.113
18,0.117
19,0.124
20,0.116
21,0.121
22,0.112
23,0.112
24,0.116
25,0.131
26,0.109
27,0.117
28,0.112
29,0.113
