,7-TP
0,0.173
1,0.158
2,4.589
3,0.156
4,0.47
5,0.169
6,0.16
7,0.163
8,0.144
9,0.539
10,96.842
11,0.324
12,3.379
13,4.861
14,101.306
15,98.904
16,0.169
17,8.419
18,0.32
19,0.615
20,0.126
21,0.183
22,2.702
23,10.956
24,0.152
25,0.695
26,2.427
27,0.714
28,0.619
29,0.712
