,2-TP
0,0.535
1,0.234
2,0.224
3,0.128
4,0.132
5,1.207
6,0.226
7,0.246
8,23.883
9,1.217
10,0.244
11,0.237
12,1.984
13,0.128
14,0.126
15,0.207
16,0.13
17,0.192
18,0.133
19,0.223
20,0.313
21,0.35
22,0.125
23,0.113
24,0.138
25,0.13
26,1.603
27,0.199
28,0.121
29,0.311
