,10-TP
0,7.674
1,104.47800000000001
2,2.013
3,9.528
4,6.062
5,5.874
6,5.01
7,98.638
8,2.722
9,5.199
10,4.582
11,111.539
12,98.928
13,6.883
14,4.482
15,12.827
16,8.616
17,9.196
18,2.116
19,4.844
20,2.043
21,1.827
22,19.266
23,98.207
24,119.345
25,18.104
26,9.887
27,2.34
28,1.807
29,4.252
