,No. of Triple Patterns (TP),Avg. queries exection time(sec)
0,1,0.12073333333333335
1,2,1.1679666666666664
2,3,5.717933333333335
3,4,2.3069666666666664
4,5,17.326366666666672
5,6,2.402766666666667
6,7,11.371533333333332
7,8,4.061133333333332
8,9,24.090766666666664
9,10,26.276300000000003
