,3-PV
0,0.384
1,0.407
2,0.305
3,0.316
4,0.312
5,1.5
6,0.69
7,9.596
8,0.411
9,2.546
10,9.339
11,0.752
12,0.775
13,0.694
14,0.712
15,0.83
16,0.478
17,2.861
18,0.503
19,3.422
20,0.358
21,0.4
22,0.698
23,0.54
24,0.409
25,0.366
26,0.693
27,0.297
28,0.431
29,0.454
