,3-TP
0,0.499
1,0.531
2,1.182
3,0.48
4,2.273
5,0.522
6,4.655
7,13.329
8,0.765
9,0.609
10,0.697
11,1.066
12,0.805
13,0.534
14,0.601
15,15.078
16,1.563
17,1.177
18,0.653
19,0.601
20,0.737
21,0.51
22,3.941
23,0.47
24,0.789
25,0.525
26,1.005
27,0.815
28,4.526
29,0.742
