,10-TP
0,8.953
1,311.378
2,5.834
3,11.559
4,4.235
5,4.863
6,3.004
7,296.842
8,1.49
9,11.66
10,1.934
11,287.207
12,286.222
13,1.766
14,1.531
15,1.481
16,11.846
17,1.451
18,11.413
19,1.506
20,13.373
21,1.435
22,5.521
23,284.654
24,286.64300000000003
25,1.396
26,2417.02
27,5.595
28,8.491
29,1.004
