,No. of Triple Patterns (TP),Avg. queries exection time(sec)
0,1,0.5478666666666666
1,2,0.8475000000000001
2,3,2.0559999999999996
3,4,1.4636000000000002
4,5,3.2840000000000007
5,6,0.9834666666666669
6,7,43.81953333333335
7,8,5.661299999999999
8,9,99.73566666666667
9,10,143.0435666666667
