,8-TP
0,3.493
1,2.847
2,1.332
3,2.543
4,3.486
5,1.209
6,2.165
7,13.28
8,1.739
9,4.956
10,84.624
11,3.217
12,1.856
13,1.783
14,2.304
15,0.851
16,4.319
17,3.085
18,0.553
19,4.005
20,0.664
21,4.408
22,3.67
23,2.597
24,3.405
25,2.364
26,3.616
27,0.53
28,2.473
29,2.465
