,6-TP
0,0.872
1,0.779
2,0.737
3,0.678
4,0.73
5,0.792
6,2.733
7,1.286
8,0.961
9,0.848
10,0.646
11,1.835
12,0.753
13,0.749
14,3.173
15,1.036
16,0.756
17,0.658
18,0.978
19,0.984
20,0.614
21,0.778
22,0.875
23,0.604
24,0.832
25,0.788
26,0.722
27,0.974
28,0.715
29,0.618
