,4-TP
0,0.403
1,0.547
2,0.397
3,0.458
4,0.757
5,1.187
6,0.532
7,0.591
8,0.799
9,2.552
10,1.116
11,12.764
12,0.704
13,0.488
14,1.086
15,0.748
16,0.631
17,0.917
18,0.602
19,1.231
20,0.703
21,0.421
22,0.954
23,0.595
24,0.903
25,2.185
26,1.031
27,6.963
28,0.998
29,0.645
