,1-PV
0,0.281
1,0.309
2,0.299
3,0.292
4,0.335
5,0.319
6,0.287
7,0.31
8,0.281
9,0.33
10,0.293
11,0.318
12,0.274
13,0.285
14,0.276
15,0.299
16,0.284
17,0.272
18,0.276
19,0.278
20,0.277
21,0.288
22,0.311
23,0.283
24,0.313
25,0.27
26,0.295
27,0.311
28,0.286
29,0.315
