,7-TP
0,0.643
1,0.607
2,1.041
3,0.674
4,0.841
5,0.731
6,0.543
7,0.577
8,0.514
9,0.718
10,491.096
11,0.697
12,1.012
13,0.558
14,395.308
15,406.24
16,1.095
17,1.075
18,0.852
19,0.856
20,0.537
21,0.579
22,1.65
23,1.403
24,0.587
25,1.074
26,0.94
27,0.568
28,0.563
29,1.007
