,1-TP
0,0.577
1,0.473
2,0.559
3,0.608
4,0.808
5,0.585
6,0.695
7,0.443
8,0.564
9,0.399
10,0.764
11,0.696
12,0.751
13,0.83
14,0.708
15,0.341
16,0.439
17,0.407
18,0.59
19,0.315
20,0.3
21,0.283
22,0.299
23,0.629
24,0.391
25,0.645
26,0.317
27,0.295
28,1.082
29,0.643
