,4-PV
0,0.791
1,0.402
2,0.436
3,0.379
4,0.433
5,0.401
6,0.345
7,0.378
8,0.38
9,0.611
10,0.365
11,0.61
12,7.742
13,0.406
14,0.608
15,1.072
16,0.401
17,0.373
18,0.397
19,0.593
20,1.262
21,0.322
22,0.537
23,0.306
24,0.324
25,0.329
26,5.217
27,0.399
28,0.603
