,8-PV
0,3.048
1,1.159
2,2.25
3,1.963
4,3.008
5,2.666
6,1.853
7,1.78
8,8.175
9,58.181
10,1.049
11,0.979
12,0.541
13,1.063
14,0.969
15,1.097
16,2.5
17,1.746
18,2.727
19,0.353
20,0.396
21,2.616
22,2.808
23,1.759
24,2.638
25,1.831
26,2.648
27,1.759
28,1.713
29,1.715
