,9-TP
0,5554.0
1,5270.0
2,1329.0
3,1269.0
4,221.0
5,8395.0
6,871.0
7,3990.0
8,173.0
9,3255.0
10,179.0
11,186.0
12,924.0
13,174.0
14,181.0
15,1032.0
16,207.0
17,191.0
18,8812.0
19,212.0
20,7268.0
21,197.0
22,209.0
23,4879.0
24,203.0
25,982.0
26,220.0
27,1033.0
28,217.0
29,898.0
