,4k-RS
0,37394.0
1,577.0
2,70.0
3,9874.0
4,324.0
5,30207.0
6,983.0
7,102.0
8,363.0
9,78.0
10,4262.0
11,189.0
12,173.0
13,555.0
14,453.0
15,98.0
16,145.0
17,7362.0
18,130.0
19,2139.0
20,632.0
21,151.0
22,2637.0
23,61154.0
24,106.0
25,162.0
26,2454.0
27,7822.0
28,17385.0
29,116.0
