,5-JV
0,5142.0
1,1749.0
2,2627.0
3,1669.0
4,2343.0
5,2078.0
6,3150.0
7,2536.0
8,1805.0
9,1936.0
10,1391.0
11,1583.0
12,1961.0
13,1454.0
