,3-TP
0,2041.0
1,226.0
2,191.0
3,2572.0
4,689.0
5,96.0
6,28359.0
7,147.0
8,1228.0
9,3708.0
10,497.0
11,60.0
12,67.0
13,640.0
14,145.0
15,138.0
16,129.0
17,72.0
18,148.0
19,144.0
20,11963.0
21,7631.0
22,82.0
23,2676.0
24,175.0
25,94.0
26,80.0
27,115.0
28,2381.0
29,110.0
