,5-TP
0,2060.0
1,231.0
2,929.0
3,174.0
4,202.0
5,857.0
6,130.0
7,117.0
8,175.0
9,236.0
10,15975.0
11,6553.0
12,1481.0
13,374.0
14,108.0
15,97.0
16,461.0
17,8672.0
18,109.0
19,100.0
20,212.0
21,148.0
22,156.0
23,16227.0
24,190.0
25,148.0
26,124.0
27,110.0
28,110.0
29,158.0
