queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,2098,2,2,5,7095712,0,2475,5554,389
2,9.sparql,91,1,1,0,1385311,0,178,5270,707
3,29.sparql,54,2,2,5,7095712,0,123,1329,355
4,25.sparql,40,2,2,5,7095712,0,142,1269,456
5,2.sparql,67,1,1,8,9076392,0,194,221,0
6,21.sparql,33,1,1,0,1385311,0,78,8395,1831
7,28.sparql,35,2,2,5,7095712,0,123,871,525
8,27.sparql,40,1,1,0,1385311,0,84,3990,754
9,4.sparql,41,1,1,8,9076392,0,151,173,0
10,26.sparql,58,1,1,0,1385311,0,102,3255,604
11,17.sparql,43,1,1,8,9076392,0,155,179,0
12,23.sparql,54,1,1,8,9076392,0,167,186,0
13,3.sparql,47,2,2,5,7095712,0,116,924,344
14,20.sparql,48,1,1,8,9076392,0,155,174,0
15,0.sparql,55,1,1,8,9076392,0,163,181,0
16,1.sparql,58,2,2,5,7095712,0,125,1032,407
17,19.sparql,59,1,1,8,9076392,0,186,207,0
18,13.sparql,64,1,1,8,9076392,0,173,191,0
19,16.sparql,63,1,1,0,1385311,0,109,8812,2764
20,5.sparql,83,1,1,8,9076392,0,189,212,0
21,7.sparql,70,1,1,0,1385311,0,113,7268,1667
22,15.sparql,70,1,1,8,9076392,0,175,197,0
23,12.sparql,78,1,1,8,9076392,0,190,209,0
24,22.sparql,76,1,1,0,1385311,0,137,4879,1224
25,11.sparql,79,1,1,8,9076392,0,185,203,0
26,8.sparql,82,2,2,5,7095712,0,146,982,376
27,18.sparql,86,1,1,8,9076392,0,201,220,0
28,24.sparql,87,2,2,5,7095712,0,152,1033,411
29,6.sparql,92,1,1,8,9076392,0,198,217,0
30,10.sparql,94,2,2,5,7095712,0,161,898,301
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
39,39,157,200628073,804,59807
