queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1773,0,0,0,0,0,1809,1864,1
2,9.sparql,27,0,0,0,0,0,28,51,1
3,29.sparql,32,0,0,0,0,0,33,60,1
4,25.sparql,37,0,0,0,0,0,38,60,1
5,2.sparql,22,0,0,0,0,0,23,43,1
6,21.sparql,22,0,0,0,0,0,23,46,1
7,28.sparql,34,0,0,0,0,0,35,53,2
8,27.sparql,34,0,0,0,0,0,36,53,1
9,4.sparql,39,0,0,0,0,0,40,57,1
10,26.sparql,31,0,0,0,0,0,32,54,1
11,17.sparql,34,0,0,0,0,0,36,56,0
12,23.sparql,36,0,0,0,0,0,37,56,1
13,3.sparql,36,0,0,0,0,0,37,53,1
14,20.sparql,38,0,0,0,0,0,39,53,1
15,0.sparql,29,0,0,0,0,0,30,49,1
16,1.sparql,36,0,0,0,0,0,38,52,1
17,19.sparql,31,0,0,0,0,0,32,44,1
18,13.sparql,29,0,0,0,0,0,31,46,1
19,16.sparql,29,0,0,0,0,0,30,43,1
20,5.sparql,37,0,0,0,0,0,37,52,1
21,7.sparql,38,0,0,0,0,0,38,51,1
22,15.sparql,43,0,0,0,0,0,44,58,0
23,12.sparql,36,0,0,0,0,0,37,55,1
24,22.sparql,43,0,0,0,0,0,44,55,0
25,11.sparql,40,0,0,0,0,0,40,52,1
26,8.sparql,32,0,0,0,0,0,33,43,1
27,18.sparql,29,0,0,0,0,0,30,42,2
28,24.sparql,31,0,0,0,0,0,32,42,1
29,6.sparql,37,0,0,0,0,0,37,50,1
30,10.sparql,43,0,0,0,0,0,44,55,1
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
0,0,0,0,12,4443
