,10-TP
0,27104.0
1,909.0
2,22245.0
3,324.0
4,521.0
5,340.0
6,911.0
7,467.0
8,384.0
9,860.0
10,511.0
11,7701.0
12,984.0
13,926.0
14,1020.0
15,12644.0
16,429.0
17,339.0
18,635.0
19,62860.0
20,5135.0
21,336.0
22,8069.0
23,549.0
24,18814.0
25,457.0
26,757.0
27,21641.0
28,30660.0
29,20307.0
