,8-PV
0,3083.0
1,13852.0
2,1071.0
3,993.0
4,1035.0
5,729.0
6,987.0
7,1269.0
8,926.0
9,988.0
10,993.0
11,830.0
12,804.0
13,155.0
14,697.0
15,400.0
16,168.0
17,414.0
18,600.0
19,620.0
20,797.0
21,406.0
22,1589.0
23,687.0
24,370.0
25,14423.0
26,754.0
27,861.0
28,2051.0
29,444.0
