,No. of Triple Patterns (TP),Avg. queries exection time(sec)
0,1,0.11159999999999999
1,2,0.5093333333333333
2,3,2.220133333333333
3,4,0.8269333333333333
4,5,1.8874666666666666
5,6,0.9780333333333333
6,7,0.9801333333333333
7,8,1.6337333333333333
8,9,1.9510333333333334
9,10,8.294633333333334
