queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1792,1,1,11,12279587,0,1955,2978,1839
2,9.sparql,97,1,1,0,464161,0,199,266,553
3,29.sparql,73,0,0,0,0,0,245,261,0
4,25.sparql,53,1,1,11,12279587,0,99,262,517
5,2.sparql,50,2,2,28,29946065,0,301,13907,1667
6,21.sparql,63,1,1,11,12279587,0,94,499,2076
7,28.sparql,43,1,1,0,871628,0,58,82,501
8,27.sparql,45,1,1,29,32041959,0,66,32846,37324
9,4.sparql,38,1,1,0,464161,0,64,122,635
10,26.sparql,40,1,1,0,464161,0,69,127,1043
11,17.sparql,38,0,0,0,0,0,84,88,0
12,23.sparql,49,1,1,0,464161,0,74,154,1114
13,3.sparql,46,1,1,29,32041959,0,64,26086,23728
14,20.sparql,51,1,1,6,7692817,0,95,7705,70303
15,0.sparql,70,1,1,14,14923159,0,90,2903,29199
16,1.sparql,48,1,1,11,12279587,0,67,161,450
17,19.sparql,85,1,1,0,464161,0,126,153,267
18,13.sparql,74,1,1,29,32041959,0,98,22738,26190
19,16.sparql,56,1,1,11,12279587,0,73,273,1501
20,5.sparql,51,1,1,0,871628,0,63,82,381
21,7.sparql,59,0,0,0,0,0,102,105,0
22,15.sparql,57,1,1,1,2132483,0,74,132,438
23,12.sparql,58,0,0,0,0,0,106,109,0
24,22.sparql,58,1,1,29,32041959,0,74,25670,22542
25,11.sparql,76,1,1,11,12279587,0,98,230,638
26,8.sparql,85,1,1,6,7692817,0,147,9954,70303
27,18.sparql,81,0,0,0,0,0,138,142,0
28,24.sparql,90,0,0,0,0,0,157,162,0
29,6.sparql,85,1,1,11,12279587,0,108,488,2702
30,10.sparql,90,1,1,19,21095973,0,150,26184,18032
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
25,25,267,301672320,26094,176121
