,8-TP
0,3052.0
1,1208.0
2,1507.0
3,1255.0
4,556.0
5,728.0
6,821.0
7,164.0
8,810.0
9,921.0
10,795.0
11,750.0
12,720.0
13,148.0
14,599.0
15,751.0
16,609.0
17,321.0
18,570.0
19,333.0
20,13739.0
21,1898.0
22,462.0
23,762.0
24,861.0
25,366.0
26,152.0
27,569.0
28,2023.0
29,11562.0
