,1k-RS
0,2861.0
1,231.0
2,611.0
3,114.0
4,120.0
5,106.0
6,448.0
7,155.0
8,157.0
9,584.0
10,70.0
11,112.0
12,88.0
13,290.0
14,97.0
15,89.0
16,75.0
17,127.0
18,99.0
19,364.0
20,120.0
21,133.0
22,170.0
23,107.0
24,88.0
25,94.0
26,178.0
27,138.0
28,173.0
29,115.0
