,1-PV
0,1875.0
1,65.0
2,71.0
3,47.0
4,43.0
5,43.0
6,43.0
7,69.0
8,60.0
9,60.0
10,59.0
11,47.0
12,44.0
13,54.0
14,51.0
15,54.0
16,46.0
17,47.0
18,53.0
19,54.0
20,41.0
21,45.0
22,46.0
23,48.0
24,48.0
25,42.0
26,44.0
27,49.0
28,42.0
29,41.0
