queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1816,1,1,0,846232,0,2018,3162,4149
2,9.sparql,75,1,1,4,4860998,0,164,229,6
3,29.sparql,97,1,1,0,576131,0,194,523,21
4,25.sparql,53,1,1,0,576131,0,143,259,7
5,2.sparql,55,1,1,4,4860998,0,130,162,6
6,21.sparql,42,1,1,0,576131,0,114,195,6
7,28.sparql,54,1,1,4,4860998,0,114,148,6
8,27.sparql,48,1,1,0,576131,0,115,872,73
9,4.sparql,47,1,1,0,576131,0,106,112,0
10,26.sparql,44,1,1,4,4860998,0,86,109,6
11,17.sparql,46,1,1,15,16576264,0,88,162,1
12,23.sparql,56,1,1,15,16576264,0,107,195,0
13,3.sparql,57,1,1,15,16576264,0,108,170,0
14,20.sparql,67,1,1,5,6535252,0,120,184,0
15,0.sparql,66,1,1,4,4860998,0,116,144,9
16,1.sparql,61,1,1,4,4860998,0,107,133,11
17,19.sparql,61,1,1,4,4860998,0,115,139,11
18,13.sparql,54,1,1,4,4860998,0,94,117,9
19,16.sparql,63,1,1,4,4860998,0,115,140,3
20,5.sparql,69,1,1,0,576131,0,121,446,33
21,7.sparql,53,1,1,0,1112409,0,134,4469,1887
22,15.sparql,62,1,1,4,4860998,0,98,119,7
23,12.sparql,56,1,1,0,576131,0,96,114,3
24,22.sparql,49,1,1,4,4860998,0,83,103,12
25,11.sparql,53,1,1,0,1112409,0,107,6123,3133
26,8.sparql,72,1,1,0,576131,0,116,380,35
27,18.sparql,68,1,1,0,576131,0,106,274,36
28,24.sparql,55,1,1,0,576131,0,92,310,50
29,6.sparql,58,2,2,0,1688540,0,109,9743,6909
30,10.sparql,65,1,1,0,576131,0,101,105,0
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
31,31,94,120832053,40,30549
