,8k-RS
0,2830.0
1,1871.0
2,752.0
3,2472.0
4,1960.0
5,1000.0
6,2158.0
7,355.0
8,1738.0
9,176.0
10,572.0
11,1766.0
12,9333.0
13,357.0
14,8902.0
15,605.0
16,71.0
17,955.0
18,5196.0
19,82.0
20,8145.0
21,91.0
22,1208.0
23,102.0
24,994.0
25,4090.0
26,3928.0
27,8484.0
28,7925.0
29,646.0
