,6k-RS
0,2974.0
1,1445.0
2,1540.0
3,11068.0
4,367.0
5,913.0
6,12987.0
7,723.0
8,1176.0
9,1145.0
10,805.0
11,431.0
12,2022.0
13,1095.0
14,757.0
15,604.0
16,13046.0
17,271.0
18,215.0
19,216.0
20,625.0
21,691.0
22,293.0
23,550.0
24,254.0
25,239.0
26,13744.0
27,678.0
28,343.0
29,753.0
