,3-JV
0,12742.0
1,11358.0
2,2106.0
3,83.0
4,101.0
5,196.0
6,152.0
7,87.0
8,2189.0
9,97.0
10,153.0
11,191.0
12,96.0
13,94.0
14,137.0
15,228.0
16,141.0
17,129.0
18,228.0
19,207.0
20,6672.0
21,125.0
22,6625.0
23,1747.0
24,130.0
25,116.0
26,128.0
27,130.0
28,118.0
29,11656.0
