,1-JV
0,2139.0
1,170.0
2,436.0
3,161.0
4,142.0
5,98.0
6,214.0
7,125.0
8,210.0
9,186.0
10,14269.0
11,3804.0
12,236.0
13,299.0
14,301.0
15,828.0
16,250.0
17,141.0
18,605.0
19,127.0
20,108.0
21,438.0
22,1848.0
23,127.0
24,138.0
25,164.0
26,525.0
27,152.0
28,168.0
29,173.0
