,2-JV
0,1587.0
1,1692.0
2,5950.0
3,87.0
4,969.0
5,122.0
6,751.0
7,69.0
8,55.0
9,195.0
10,977.0
11,109.0
12,197.0
13,44.0
14,135.0
15,1369.0
16,8852.0
17,8513.0
18,352.0
19,208.0
20,149.0
21,179.0
22,145.0
23,11859.0
24,313.0
25,206.0
26,143.0
27,40.0
28,413.0
29,7488.0
