queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1794,1,1,3,4828878,0,1985,2060,0
2,9.sparql,88,1,1,0,403627,0,162,231,35
3,29.sparql,72,1,1,20,21461779,0,185,929,17
4,25.sparql,60,1,1,0,403627,0,124,174,25
5,2.sparql,41,2,2,14,15295070,0,132,202,22
6,21.sparql,39,2,2,19,21013800,0,122,857,374
7,28.sparql,43,0,0,0,0,0,123,130,0
8,27.sparql,43,0,0,0,0,0,100,117,0
9,4.sparql,47,1,1,14,15001037,0,112,175,0
10,26.sparql,70,2,2,22,25086526,0,154,236,45
11,17.sparql,61,1,1,65,69616758,0,105,15975,94099
12,23.sparql,47,2,2,29,31385986,0,89,6553,54256
13,3.sparql,45,2,2,29,32116185,0,104,1481,191
14,20.sparql,63,1,1,20,21461779,0,118,374,13
15,0.sparql,53,1,1,1,2480321,0,100,108,0
16,1.sparql,55,1,1,3,4828878,0,86,97,0
17,19.sparql,57,2,2,19,21013800,0,103,461,361
18,13.sparql,88,2,2,28,29946065,0,148,8672,1667
19,16.sparql,54,1,1,0,464161,0,81,109,635
20,5.sparql,57,1,1,3,4828878,0,87,100,0
21,7.sparql,65,2,2,22,25086526,0,116,212,146
22,15.sparql,59,2,2,14,15295070,0,102,148,90
23,12.sparql,60,1,1,39,42187795,0,86,156,0
24,22.sparql,64,1,1,0,1011006,0,112,16227,146299
25,11.sparql,57,2,2,22,25086526,0,98,190,250
26,8.sparql,68,2,2,14,15295070,0,112,148,16
27,18.sparql,71,0,0,0,0,0,121,124,0
28,24.sparql,69,1,1,0,295414,0,98,110,68
29,6.sparql,73,1,1,0,403627,0,100,110,46
30,10.sparql,77,2,2,14,15295070,0,120,158,22
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
39,39,414,461593259,81,57811
