,2-TP
0,2029.0
1,1163.0
2,298.0
3,109.0
4,129.0
5,109.0
6,115.0
7,131.0
8,109.0
9,1097.0
10,146.0
11,113.0
12,108.0
13,105.0
14,138.0
15,135.0
16,150.0
17,124.0
18,121.0
19,684.0
20,147.0
21,122.0
22,980.0
23,106.0
24,125.0
25,6140.0
26,107.0
27,107.0
28,124.0
29,209.0
