,10k-RS
0,4426.0
1,1757.0
2,1656.0
3,381.0
4,11366.0
5,270.0
6,1252.0
7,1592.0
8,1047.0
9,1654.0
10,666.0
11,1801.0
12,3387.0
13,468.0
14,2141.0
15,938.0
16,409.0
17,3844.0
18,3691.0
19,1219.0
20,1113.0
21,227.0
22,2946.0
23,2661.0
24,1953.0
25,472.0
26,1834.0
27,6388.0
28,1557.0
29,253.0
