,6-PV
0,2398.0
1,177.0
2,487.0
3,831.0
4,179.0
5,171.0
6,163.0
7,159.0
8,138.0
9,165.0
10,118.0
11,710.0
12,107.0
13,150.0
14,115.0
15,376.0
16,130.0
17,122.0
18,182.0
19,17310.0
20,4640.0
21,877.0
22,8366.0
23,130.0
24,324.0
25,141.0
26,335.0
27,144.0
28,247.0
29,150.0
