,7k-RS
0,6972.0
1,110.0
2,555.0
3,3041.0
4,30345.0
5,13004.0
6,148.0
7,122.0
8,3742.0
9,105.0
10,1843.0
11,3406.0
12,188.0
13,3366.0
14,11631.0
15,149.0
16,1489.0
17,4145.0
18,3589.0
19,255.0
20,3805.0
21,3747.0
22,137.0
23,96.0
24,176.0
25,3777.0
26,197.0
27,3714.0
28,3275.0
29,114.0
