queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1747,1,1,0,1385311,0,2029,12845,1667
2,9.sparql,32,1,1,6,7692817,0,67,123,32
3,29.sparql,36,1,1,6,7692817,0,69,95,15
4,25.sparql,23,1,1,6,7692817,0,56,80,26
5,2.sparql,53,2,2,9,11212406,0,124,288,379
6,21.sparql,48,1,1,2,2345982,0,95,105,0
7,28.sparql,42,1,1,6,7692817,0,87,120,20
8,27.sparql,49,1,1,6,7692817,0,98,133,36
9,4.sparql,44,1,1,6,7692817,0,96,132,41
10,26.sparql,64,1,1,0,946979,0,167,173,0
11,17.sparql,55,1,1,0,946979,0,141,146,0
12,23.sparql,45,2,2,11,13831381,0,143,170,0
13,3.sparql,48,1,1,2,2345982,0,87,94,0
14,20.sparql,46,1,1,2,2345982,0,85,129,12
15,0.sparql,48,1,1,2,2345982,0,98,105,0
16,1.sparql,54,1,1,2,2345982,0,93,99,0
17,19.sparql,53,1,1,6,7692817,0,92,123,42
18,13.sparql,64,2,2,11,13831381,0,156,187,0
19,16.sparql,59,1,1,2,2345982,0,98,104,0
20,5.sparql,57,1,1,2,2345982,0,97,103,0
21,7.sparql,58,1,1,2,2345982,0,96,102,0
22,15.sparql,57,1,1,0,1385311,0,95,9317,2764
23,12.sparql,57,1,1,0,946979,0,126,131,0
24,22.sparql,63,1,1,0,946979,0,131,135,0
25,11.sparql,65,1,1,6,7692817,0,103,131,44
26,8.sparql,63,1,1,2,2345982,0,99,105,0
27,18.sparql,66,1,1,6,7692817,0,100,124,13
28,24.sparql,60,1,1,2,2345982,0,109,115,0
29,6.sparql,69,1,1,2,2345982,0,106,112,0
30,10.sparql,70,1,1,0,1385311,0,108,3778,1046
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
33,33,107,141860172,3708,30583
