,1-TP
0,1864.0
1,51.0
2,60.0
3,60.0
4,43.0
5,46.0
6,53.0
7,53.0
8,57.0
9,54.0
10,56.0
11,56.0
12,53.0
13,53.0
14,49.0
15,52.0
16,44.0
17,46.0
18,43.0
19,52.0
20,51.0
21,58.0
22,55.0
23,55.0
24,52.0
25,43.0
26,42.0
27,42.0
28,50.0
29,55.0
