,5k-RS
0,2978.0
1,266.0
2,261.0
3,262.0
4,13907.0
5,499.0
6,82.0
7,32846.0
8,122.0
9,127.0
10,88.0
11,154.0
12,26086.0
13,7705.0
14,2903.0
15,161.0
16,153.0
17,22738.0
18,273.0
19,82.0
20,105.0
21,132.0
22,109.0
23,25670.0
24,230.0
25,9954.0
26,142.0
27,162.0
28,488.0
29,26184.0
