,9-PV
0,4935.0
1,7278.0
2,1099.0
3,3686.0
4,1482.0
5,9649.0
6,1034.0
7,4143.0
8,164.0
9,1162.0
10,237.0
11,229.0
12,195.0
13,7006.0
14,177.0
15,200.0
16,190.0
17,191.0
18,234.0
19,210.0
20,8504.0
21,13152.0
22,292.0
23,315.0
24,379.0
25,1379.0
26,284.0
27,1473.0
28,1282.0
29,1291.0
