,6-TP
0,3162.0
1,229.0
2,523.0
3,259.0
4,162.0
5,195.0
6,148.0
7,872.0
8,112.0
9,109.0
10,162.0
11,195.0
12,170.0
13,184.0
14,144.0
15,133.0
16,139.0
17,117.0
18,140.0
19,446.0
20,4469.0
21,119.0
22,114.0
23,103.0
24,6123.0
25,380.0
26,274.0
27,310.0
28,9743.0
29,105.0
